word_id,word,synset_id,pos,gloss
32258,có chủ đích,10236,noun.attribute,khái niệm chỉ hành động có ý nghĩa
32259,có mục đích,10236,noun.attribute,khái niệm chỉ hành động có ý nghĩa
32271,màu vô sắc,10240,noun.attribute,khái niệm chỉ màu không có sắc tố
32275,mầu không sắc,10240,noun.attribute,khái niệm chỉ màu không có sắc tố
32276,mầu tiêu sắc,10240,noun.attribute,khái niệm chỉ màu không có sắc tố
32277,tính thượng khẩn,10241,noun.attribute,khái niệm chỉ tình huống cần giải quyết gấp
32278,sự khẩn cấp,10241,noun.attribute,khái niệm chỉ tình huống cần giải quyết gấp
32280,chùm phản hồi,10242,noun.attribute,khái niệm chỉ tập hợp ý kiến phản hồi
32288,sự gối lên nhau,10244,noun.attribute,khái niệm chỉ vật thể đè lên nhau
32292,màu lòng đào,10246,noun.attribute,khái niệm chỉ màu sắc hồng nhạt
32295,bán kính thiên thể,10247,noun.attribute,khái niệm chỉ khoảng cách từ tâm thiên thể
32296,sự bất lợi,10248,noun.attribute,khái niệm chỉ tình huống không có lợi
32299,tính bất lợi,10248,noun.attribute,khái niệm chỉ tình huống không có lợi
32301,sự bất động,10249,noun.attribute,khái niệm chỉ trạng thái không di chuyển
32303,nhân tố thúc đẩy,10250,noun.attribute,khái niệm chỉ yếu tố tạo động lực
32305,tính chất con trai,10251,noun.attribute,khái niệm chỉ tính cách của con trai
32306,tính chất đàn ông,10251,noun.attribute,khái niệm chỉ tính cách của con trai
32307,tính đồng nhất,10252,noun.attribute,khái niệm chỉ sự giống nhau về đặc điểm
32308,tính chất đồng nhất,10252,noun.attribute,khái niệm chỉ sự giống nhau về đặc điểm
32309,lợi thế,10253,noun.attribute,khái niệm chỉ điều có lợi cho mình
32311,tầm quan trọng,10254,noun.attribute,khái niệm chỉ mức độ ảnh hưởng lớn
32313,sự lãng phí,10255,noun.attribute,khái niệm chỉ hành vi sử dụng không hợp lý tài nguyên
32316,tần số vô tuyến,10256,noun.attribute,khái niệm chỉ sóng điện từ có tần số cao
32320,vệt,10257,noun.attribute,khái niệm chỉ dấu nét trên bề mặt
32330,tính chăm,10260,noun.attribute,khái niệm chỉ thái độ làm việc nghiêm túc
32337,ảnh hưởng,10263,noun.attribute,khái niệm chỉ mức độ gây tác động lên điều gì
32338,sức ảnh hưởng,10263,noun.attribute,khái niệm chỉ mức độ gây tác động lên điều gì
32339,tầm ảnh hưởng,10263,noun.attribute,khái niệm chỉ mức độ gây tác động lên điều gì
32340,sự ảnh hưởng,10263,noun.attribute,khái niệm chỉ mức độ gây tác động lên điều gì
32343,tính chất thiêng liêng,10264,noun.attribute,khái niệm chỉ tính chất linh thiêng
32347,vết,10265,noun.attribute,khái niệm chỉ vết tích để lại trên bề mặt
32353,tính hững hờ,10266,noun.attribute,khái niệm chỉ thái độ không quan tâm
32355,tính giả tạo,10267,noun.attribute,khái niệm chỉ hiện tượng không chân thực
32356,sự giả tạo,10267,noun.attribute,khái niệm chỉ hiện tượng không chân thực
32358,tính không dự phòng,10268,noun.attribute,khái niệm chỉ hành vi không tính toán
32364,dốc,10271,noun.attribute,khái niệm chỉ trạng thái không thẳng đứng
32366,sự nghiêng,10271,noun.attribute,khái niệm chỉ trạng thái không thẳng đứng
32367,trạng thái dốc,10271,noun.attribute,khái niệm chỉ trạng thái không thẳng đứng
32371,sức mạnh,10272,noun.attribute,khái niệm chỉ khả năng chi phối và kiểm soát người khác
32375,quyền uy,10272,noun.attribute,khái niệm chỉ khả năng chi phối và kiểm soát người khác
32377,sự thiếu thốn,10273,noun.attribute,khái niệm chỉ tình trạng không đủ
32378,sự nghèo nàn,10273,noun.attribute,khái niệm chỉ tình trạng không đủ
32379,tình trạng thiếu thốn,10273,noun.attribute,khái niệm chỉ tình trạng không đủ
32381,sự yếu đuối,10274,noun.attribute,khái niệm chỉ tình trạng thiếu khả năng
32382,sự bất lực,10274,noun.attribute,khái niệm chỉ tình trạng thiếu khả năng
32383,tính yếu đuối,10274,noun.attribute,khái niệm chỉ tình trạng thiếu khả năng
32384,tính bất lực,10274,noun.attribute,khái niệm chỉ tình trạng thiếu khả năng
32391,sắp,10276,noun.attribute,khái niệm chỉ thời điểm gần xảy ra
32398,cỡ L,10278,noun.attribute,khái niệm chỉ kích thước vượt quá trung bình
32402,sự thù địch,10279,noun.attribute,khái niệm chỉ thái độ không thân thiện
32406,sự thiếu hụt,10281,noun.attribute,khái niệm chỉ tình trạng không đủ
32408,sự thâm hụt,10281,noun.attribute,khái niệm chỉ tình trạng không đủ
32412,sự thờ ơ,10282,noun.attribute,khái niệm chỉ thái độ không quan tâm
32413,tính quan trọng,10283,noun.attribute,khái niệm chỉ mức độ cần thiết
32414,tầm quan trọng,10283,noun.attribute,khái niệm chỉ mức độ cần thiết
32415,sự quan trọng,10283,noun.attribute,khái niệm chỉ mức độ cần thiết
32418,tính phổ quát,10284,noun.attribute,khái niệm chỉ mức độ được biết đến rộng rãi
32420,sự gây tử vong,10285,noun.attribute,khái niệm chỉ cái chết bất ngờ
32421,tính kỉ luật,10286,noun.attribute,khái niệm chỉ sự tuân thủ quy tắc
32422,sự kỉ luật,10286,noun.attribute,khái niệm chỉ sự tuân thủ quy tắc
32426,lượng,10288,noun.attribute,khái niệm chỉ mức độ lớn của sự vật
32427,tầm lớn,10288,noun.attribute,khái niệm chỉ mức độ lớn của sự vật
32429,độ nóng,10289,noun.attribute,khái niệm chỉ trạng thái nóng của vật hoặc môi trường
32439,tính không nhạy cảm,10292,noun.attribute,khái niệm chỉ thái độ thờ ơ với cảm xúc người khác
32440,sự không nhạy cảm,10292,noun.attribute,khái niệm chỉ thái độ thờ ơ với cảm xúc người khác
32442,tính hiện thời,10294,noun.attribute,khái niệm chỉ thời điểm hiện tại
32447,mầu trắng,10295,noun.attribute,khái niệm chỉ màu sáng nhất
32449,sự vô cảm,10297,noun.attribute,khái niệm chỉ trạng thái mất cảm xúc
32450,sự lãnh cảm,10297,noun.attribute,khái niệm chỉ trạng thái mất cảm xúc
32454,sự khác biệt,10298,noun.attribute,khái niệm chỉ sự không giống nhau giữa các thứ
32458,thế thủ,10299,noun.attribute,khái niệm chỉ tư thế bảo vệ bản thân
32459,thế phòng thủ,10299,noun.attribute,khái niệm chỉ tư thế bảo vệ bản thân
32471,điều thiện điều đúng đắn,10302,noun.attribute,khái niệm chỉ điều phù hợp với chuẩn mực
32472,tính chất yếu,10303,noun.attribute,khái niệm chỉ mức độ kém về năng lực
32475,tính yếu kém,10303,noun.attribute,khái niệm chỉ mức độ kém về năng lực
32487,nhầm nhỡ,10306,noun.attribute,khái niệm chỉ sự không chính xác
32488,lộn,10306,noun.attribute,khái niệm chỉ sự không chính xác
32492,sự lí tưởng hóa,10307,noun.attribute,khái niệm chỉ quá trình tưởng tượng lý tưởng
32493,lượng,10308,noun.attribute,khái niệm chỉ số vật thể hoặc đơn vị
32494,số,10308,noun.attribute,khái niệm chỉ số vật thể hoặc đơn vị
32496,tổng số,10308,noun.attribute,khái niệm chỉ số vật thể hoặc đơn vị
32497,kích thước,10309,noun.attribute,khái niệm chỉ mức độ rộng lớn của vật
32499,độ lớn,10309,noun.attribute,khái niệm chỉ mức độ rộng lớn của vật
32502,mầu vàng,10310,noun.attribute,khái niệm chỉ màu sáng ấm của kim loại quý
32504,sự hợp pháp,10311,noun.attribute,khái niệm chỉ sự tuân thủ pháp luật
32506,sự đúng luật,10311,noun.attribute,khái niệm chỉ sự tuân thủ pháp luật
32507,sự vừa vặn,10312,noun.attribute,khái niệm chỉ mức độ phù hợp
32508,lợi thế,10313,noun.attribute,khái niệm chỉ yếu tố tạo ra lợi ích vượt trội
32511,điểm mạnh,10313,noun.attribute,khái niệm chỉ yếu tố tạo ra lợi ích vượt trội
32520,sự không chắc chắn,10315,noun.attribute,khái niệm chỉ tình trạng không rõ ràng
32523,an toàn,10316,noun.attribute,khái niệm chỉ trạng thái bảo đảm không gặp nguy hiểm
32524,sự an toàn,10316,noun.attribute,khái niệm chỉ trạng thái bảo đảm không gặp nguy hiểm
32525,sự chắc chắn,10316,noun.attribute,khái niệm chỉ trạng thái bảo đảm không gặp nguy hiểm
32526,sự ủy mị,10317,noun.attribute,khái niệm chỉ trạng thái tình cảm phong phú
32531,sự đa sầu đa cảm,10317,noun.attribute,khái niệm chỉ trạng thái tình cảm phong phú
32536,sự tới gần,10320,noun.attribute,khái niệm chỉ vị trí ở gần nhau
32539,sự thiếu kiềm chế,10321,noun.attribute,khái niệm chỉ trạng thái mất kiểm soát bản thân
32540,mặc cảm tự tôn,10322,noun.attribute,khái niệm chỉ tình cảm tự trọng bị ảnh hưởng
32541,phức cảm tự tôn,10322,noun.attribute,khái niệm chỉ tình cảm tự trọng bị ảnh hưởng
32553,vẻ bề ngoài,10327,noun.attribute,khái niệm chỉ hình dáng bên ngoài
32555,chiều dài,10328,noun.attribute,khái niệm chỉ khoảng cách giữa hai điểm
32569,chuyện đùa,10332,noun.attribute,khái niệm chỉ lời nói hoặc hành động gây cười
32572,lợi thế nhỏ,10333,noun.attribute,khái niệm chỉ điểm mạnh nhỏ trong cạnh tranh
32582,sự khẳng định,10337,noun.attribute,khái niệm chỉ thái độ dứt khoát trong quyết định
32586,ân huệ của Chúa,10338,noun.attribute,khái niệm chỉ sự ban ơn từ trên
32590,sự cả gan,10341,noun.attribute,khái niệm chỉ hành vi thiếu thận trọng
32591,sự táo bạo,10341,noun.attribute,khái niệm chỉ hành vi thiếu thận trọng
32595,khoảng cách đường ray,10342,noun.attribute,khái niệm chỉ khoảng cách giữa hai điểm cố định
32598,phong cách nghệ sĩ,10344,noun.attribute,khái niệm chỉ cách thể hiện riêng biệt trong nghệ thuật
32604,tính nhẹ nhàng,10346,noun.attribute,khái niệm chỉ mức độ nhẹ nhàng và êm ái
32605,sự nhẹ nhàng,10346,noun.attribute,khái niệm chỉ mức độ nhẹ nhàng và êm ái
32606,độ nhỏ nhẹ,10346,noun.attribute,khái niệm chỉ mức độ nhẹ nhàng và êm ái
32609,sự êm ái,10346,noun.attribute,khái niệm chỉ mức độ nhẹ nhàng và êm ái
32614,độ chống thấm,10348,noun.attribute,khái niệm chỉ khả năng ngăn nước xâm nhập
32623,hiếm có,10350,noun.attribute,khái niệm chỉ sự ít gặp
32624,sự hiếm có,10350,noun.attribute,khái niệm chỉ sự ít gặp
32626,sự hi hữu,10350,noun.attribute,khái niệm chỉ sự ít gặp
32628,sự hãn hữu,10350,noun.attribute,khái niệm chỉ sự ít gặp
32631,quyền thông tin cá nhân,10352,noun.attribute,khái niệm chỉ thông tin riêng về một người
32633,quyền tối thượng,10353,noun.attribute,khái niệm chỉ quyền lực cao nhất quốc gia
32641,chiều sâu,10357,noun.attribute,Khái niệm chỉ mức độ lớn theo hướng thẳng đứng
32647,tính thiếu tự nhiên,10358,noun.attribute,khái niệm chỉ trạng thái không vững vàng trong hành vi
32649,phong cách năng động,10360,noun.attribute,khái niệm chỉ cách thể hiện trẻ trung hiện đại
32650,sự thẳng,10361,noun.attribute,khái niệm chỉ trạng thái không cong
32659,quyền lực tối cao,10365,noun.attribute,khái niệm chỉ sức mạnh không giới hạn trong quyết định
32660,quyền tuyệt đối,10365,noun.attribute,khái niệm chỉ sức mạnh không giới hạn trong quyết định
32663,sự mạch lạc,10366,noun.attribute,khái niệm chỉ sự thông suốt trong diễn đạt ý tưởng
32667,lập luận không logic,10368,noun.attribute,khái niệm chỉ cách suy nghĩ không hợp lý
32669,lập luận phi lí,10368,noun.attribute,khái niệm chỉ cách suy nghĩ không hợp lý
32670,lập luận phi lý,10368,noun.attribute,khái niệm chỉ cách suy nghĩ không hợp lý
32674,mầu xám tối,10369,noun.attribute,khái niệm chỉ màu trung tính tối
32675,lợi ích,10370,noun.attribute,khái niệm chỉ điều có lợi cho người thụ hưởng
32678,r,10371,noun.attribute,khái niệm chỉ khoảng cách từ tâm hình tròn
32680,sự thành thật,10372,noun.attribute,khái niệm chỉ thái độ trung thực
32682,sự thật thà,10372,noun.attribute,khái niệm chỉ thái độ trung thực
32686,tốc độ phát triển,10373,noun.attribute,khái niệm chỉ mức độ thay đổi theo thời gian
32697,vật tương tự,10377,noun.attribute,khái niệm chỉ vật giống nhau về hình dạng
32702,tính thần linh,10379,noun.attribute,khái niệm chỉ phẩm chất vô hình liên quan đến tôn giáo
32704,tính có thể di chuyển,10380,noun.attribute,khái niệm chỉ khả năng di chuyển tự do
32705,tính có thể chuyển động,10380,noun.attribute,khái niệm chỉ khả năng di chuyển tự do
32706,thiên hướng phản ứng,10381,noun.attribute,khái niệm chỉ khuynh hướng phản ứng tự nhiên
32707,xu hướng phản ứng,10381,noun.attribute,khái niệm chỉ khuynh hướng phản ứng tự nhiên
32708,sự mất bình tĩnh,10382,noun.attribute,khái niệm chỉ trạng thái thiếu kiểm soát cảm xúc
32709,tính mất bình tĩnh,10382,noun.attribute,khái niệm chỉ trạng thái thiếu kiểm soát cảm xúc
32710,thần kinh yếu,10382,noun.attribute,khái niệm chỉ trạng thái thiếu kiểm soát cảm xúc
32711,tính khiêm tốn,10383,noun.attribute,khái niệm chỉ thái độ hòa nhã với người khác
32721,sự tập trung,10385,noun.attribute,khái niệm chỉ khu vực dành cho hoạt động chung
32722,nơi tập trung,10385,noun.attribute,khái niệm chỉ khu vực dành cho hoạt động chung
32726,tính cáu bẳn,10387,noun.attribute,khái niệm chỉ tính cách dễ nổi cáu
32727,tính cáu kỉnh,10387,noun.attribute,khái niệm chỉ tính cách dễ nổi cáu
32728,tính gắt gỏng,10387,noun.attribute,khái niệm chỉ tính cách dễ nổi cáu
32729,tính bẳn gắt,10387,noun.attribute,khái niệm chỉ tính cách dễ nổi cáu
32733,giản dị,10389,noun.attribute,khái niệm chỉ tính cách đơn giản tự nhiên
32736,sự mộc mạc,10389,noun.attribute,khái niệm chỉ tính cách đơn giản tự nhiên
32744,tính chất khó khăn,10391,noun.attribute,khái niệm chỉ tình huống gây trở ngại
32745,sự tin cậy,10392,noun.attribute,khái niệm chỉ mức độ tin tưởng cao
32748,tính rắc rối,10393,noun.attribute,khái niệm chỉ tình huống khó giải quyết
32750,tính chất phức tạp,10393,noun.attribute,khái niệm chỉ tình huống khó giải quyết
32754,sự khác lạ,10395,noun.attribute,khái niệm chỉ điều không giống thông thường
32756,tính chất không quan trọng,10396,noun.attribute,khái niệm chỉ mức độ ảnh hưởng nhỏ
32757,tính chất không đáng kể,10396,noun.attribute,khái niệm chỉ mức độ ảnh hưởng nhỏ
32758,đức tính tự nhiên,10397,noun.attribute,khái niệm chỉ tính cách bẩm sinh của con người
32766,nhọn,10399,noun.attribute,khái niệm chỉ hình dạng nhỏ dần về phía đầu
32771,ngay thẳng,10400,noun.attribute,khái niệm chỉ tính chất công bằng
32775,tính ngay thẳng,10400,noun.attribute,khái niệm chỉ tính chất công bằng
32779,sự liên tiếp,10401,noun.attribute,khái niệm chỉ chuỗi nối tiếp nhau
32781,sự liền mạch,10401,noun.attribute,khái niệm chỉ chuỗi nối tiếp nhau
32782,sự liền,10401,noun.attribute,khái niệm chỉ chuỗi nối tiếp nhau
32785,tính dễ bị tổn thương,10403,noun.attribute,khái niệm chỉ tình trạng dễ bị ảnh hưởng tiêu cực
32786,tính dễ bị nguy hiểm,10403,noun.attribute,khái niệm chỉ tình trạng dễ bị ảnh hưởng tiêu cực
32787,tính dễ bị tấn công,10403,noun.attribute,khái niệm chỉ tình trạng dễ bị ảnh hưởng tiêu cực
32788,tính dễ bị làm hại,10403,noun.attribute,khái niệm chỉ tình trạng dễ bị ảnh hưởng tiêu cực
32790,tính hướng nội,10404,noun.attribute,khái niệm chỉ tính cách hướng nội
32794,tính hữu ích,10406,noun.attribute,khái niệm chỉ mức độ hữu dụng của một thứ gì
32796,sự tham ô,10407,noun.attribute,khái niệm chỉ hành vi không trung thực
32799,sự xử phạt,10408,noun.attribute,khái niệm chỉ hình thức trừng phạt
32802,độ lồi,10409,noun.attribute,khái niệm chỉ hình dạng cong ra ngoài
32809,góc độ quan sát,10411,noun.attribute,khái niệm chỉ vị trí quan sát vật thể
32810,vị trí quan sát,10411,noun.attribute,khái niệm chỉ vị trí quan sát vật thể
32813,kiểu,10414,noun.attribute,khái niệm chỉ phương thức thực hiện
32815,lối,10414,noun.attribute,khái niệm chỉ phương thức thực hiện
32825,sự giảm,10419,noun.attribute,Khái niệm chỉ mức độ giảm đi theo thời gian
32827,sự hạ,10419,noun.attribute,Khái niệm chỉ mức độ giảm đi theo thời gian
32834,tính chất dính,10421,noun.attribute,khái niệm chỉ chất đặc dính nhớt
32836,tính chất bầy nhầy,10421,noun.attribute,khái niệm chỉ chất đặc dính nhớt
32837,tính chất nhớp nháp,10421,noun.attribute,khái niệm chỉ chất đặc dính nhớt
32839,tính ích kỷ,10422,noun.attribute,khái niệm chỉ thái độ chỉ quan tâm lợi ích bản thân
32843,sự dễ dàng,10423,noun.attribute,khái niệm chỉ tình trạng không phức tạp
32844,sự thuận lợi,10423,noun.attribute,khái niệm chỉ tình trạng không phức tạp
32845,dự đơn giản,10423,noun.attribute,khái niệm chỉ tình trạng không phức tạp
32853,tật xấu,10425,noun.attribute,khái niệm chỉ hành vi không tốt
32855,nết xấu,10425,noun.attribute,khái niệm chỉ hành vi không tốt
32860,tính vui đùa,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32861,tính hay nghịch,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32862,tính hay đùa,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32863,tính vui vẻ,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32865,tính hay vui đùa,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32866,tính hay khôi hài,10427,noun.attribute,khái niệm chỉ thái độ thích đùa và vui chơi
32867,hình thái,10428,noun.attribute,khái niệm chỉ vẻ ngoài của vật thể
32868,bóng dáng,10428,noun.attribute,khái niệm chỉ vẻ ngoài của vật thể
32869,sự giữ bí mật,10429,noun.attribute,khái niệm chỉ hành động bảo vệ thông tin riêng tư
32884,lòng tự trọng,10436,noun.attribute,khái niệm chỉ sự tôn trọng bản thân
32885,sự tự trọng,10436,noun.attribute,khái niệm chỉ sự tôn trọng bản thân
32890,sai chính tả,10439,noun.attribute,khái niệm chỉ lỗi khi viết hoặc gõ văn bản
32892,sống,10440,noun.body,khái niệm chỉ đường kẻ nhỏ
32897,đai,10442,noun.body,khái niệm chỉ khu vực bao quanh
32900,chất của cơ thể,10443,noun.body,khái niệm chỉ bộ phận tạo nên con người
32901,lớp bao phủ cơ thể,10444,noun.body,khái niệm chỉ lớp bảo vệ cơ thể
32902,tóc mái,10445,noun.body,khái niệm chỉ phần tóc che trước trán
32903,tóc mái trước trán,10445,noun.body,khái niệm chỉ phần tóc che trước trán
32905,ống,10446,noun.body,khái niệm chỉ vật dụng dẫn truyền
32908,hốc,10447,noun.body,khái niệm chỉ vùng trũng hoặc khoảng không
32909,hố,10447,noun.body,khái niệm chỉ vùng trũng hoặc khoảng không
32912,cơ quan chứa mô cương cứng,10449,noun.body,khái niệm chỉ bộ phận sinh sản của con đực
32916,mẫu xét nghiệm,10451,noun.body,khái niệm chỉ vật thể dùng để phân tích
32931,thân xác,10455,noun.body,khái niệm chỉ hình thể con người
32933,xác,10455,noun.body,khái niệm chỉ hình thể con người
32939,mặt,10456,noun.body,khái niệm chỉ phần trước của đầu người
32947,kiểu tóc mái,10459,noun.body,khái niệm chỉ phần tóc che trán
32962,bộ phận sinh dục nữ,10467,noun.body,khái niệm chỉ bộ phận sinh sản của phụ nữ
32969,chất dịch,10471,noun.body,khái niệm chỉ chất lỏng trong cơ thể
32981,âm hộ,10478,noun.body,khái niệm chỉ bộ phận sinh dục nữ
32991,chất nhầy,10487,noun.body,khái niệm chỉ chất lỏng có độ nhớt cao
32995,khung xương chậu,10488,noun.body,khái niệm chỉ bộ phận khung xương dưới
33005,màng bọc,10492,noun.body,khái niệm chỉ vật bọc ngoài
33008,tai,10494,noun.body,khái niệm chỉ bộ phận nghe của con người
33013,đường thần kinh,10496,noun.body,khái niệm chỉ hệ thống dây thần kinh trong cơ thể
33021,búi tóc,10500,noun.body,khái niệm chỉ kiểu tóc được búi lên
33026,đốt trục,10503,noun.body,khái niệm chỉ xương ở cổ và lưng trên
33028,đốt trục cổ,10503,noun.body,khái niệm chỉ xương ở cổ và lưng trên
33035,mống mắt,10507,noun.body,khái niệm chỉ phần giữa mắt
33040,tiểu nhĩ,10510,noun.body,khái niệm chỉ bộ phận thính giác của con người
33042,thừng,10511,noun.body,khái niệm chỉ vật dùng để buộc
33044,alen trội,10512,noun.body,khái niệm chỉ tính trạng hiện diện vượt trội
33060,mạch máu trong cơ thể,10517,noun.body,khái niệm chỉ mạng lưới các cấu trúc sinh học trong cơ thể
33067,mạch,10523,noun.body,khái niệm chỉ cấu trúc dẫn truyền chất lỏng trong cơ thể
33070,chân,10525,noun.body,khái niệm chỉ bộ phận dưới của chân người
33079,khẩu cái,10528,noun.body,khái niệm chỉ phần trên của miệng
33083,mạng lưới,10531,noun.body,khái niệm chỉ hệ thống các đơn vị liên kết
33091,gen lặn,10535,noun.body,khái niệm chỉ gen không biểu hiện khi kết hợp
33092,alen lặn,10535,noun.body,khái niệm chỉ gen không biểu hiện khi kết hợp
33098,nhau,10540,noun.body,khái niệm chỉ bộ phận của thực vật ăn được
33104,cơ quan sinh dục ngoài,10542,noun.body,khái niệm chỉ bộ phận sinh sản ngoài cơ thể
33116,cơ quan phát âm,10550,noun.body,khái niệm chỉ bộ phận tạo ra âm thanh
33120,thành,10552,noun.body,khái niệm chỉ vật dùng ngăn cách
33121,vách,10552,noun.body,khái niệm chỉ vật dùng ngăn cách
33136,màng sừng,10557,noun.body,khái niệm chỉ bộ phận bảo vệ mắt
33151,tế bào giới tính,10562,noun.body,khái niệm chỉ tế bào tham gia sinh sản
33152,hệ,10563,noun.body,khái niệm chỉ tập hợp các phần kết nối
33154,hệ cơ quan,10563,noun.body,khái niệm chỉ tập hợp các phần kết nối
33157,đầu,10565,noun.body,khái niệm chỉ phần trên của đầu người
33165,xương chân,10570,noun.body,khái niệm chỉ bộ phận cứng trong chân
33167,bộ xương,10571,noun.body,khái niệm chỉ cấu trúc hỗ trợ cơ thể
33172,vết rộp,10573,noun.body,khái niệm chỉ vết sưng chứa nước trên da
33173,nốt rộp,10573,noun.body,khái niệm chỉ vết sưng chứa nước trên da
33178,vách,10576,noun.body,khái niệm chỉ vật ngăn cách không gian
33185,tí,10578,noun.body,khái niệm chỉ bộ phận trên cơ thể người
33187,phần cứng của cơ thể,10579,noun.body,khái niệm chỉ bộ phận rắn chắc của cơ thể
33193,quả tim,10581,noun.body,khái niệm chỉ bộ phận chính của cơ thể
33200,nếp gấp,10585,noun.body,khái niệm chỉ vết lõm trên bề mặt
33208,xương nhỏ thính giác,10590,noun.body,khái niệm chỉ bộ phận nhỏ trong tai
33214,cơ quan khứu giác,10595,noun.body,khái niệm chỉ bộ phận cảm nhận mùi
33217,mô mềm,10596,noun.body,khái niệm chỉ chương trình máy tính
33231,xương cột sống,10601,noun.body,khái niệm chỉ bộ phận trung tâm của cơ thể người
33232,cơ quan co bóp,10602,noun.body,khái niệm chỉ bộ phận co lại tự nhiên
33233,cơ quan co rút,10602,noun.body,khái niệm chỉ bộ phận co lại tự nhiên
33238,colon,10605,noun.body,khái niệm chỉ bộ phận trong hệ tiêu hóa
33268,hoóc môn tăng trưởng,10617,noun.body,khái niệm chỉ chất hỗ trợ sự phát triển cơ thể
33269,hóc môn tăng trưởng,10617,noun.body,khái niệm chỉ chất hỗ trợ sự phát triển cơ thể
33270,hoóc môn sinh trưởng,10617,noun.body,khái niệm chỉ chất hỗ trợ sự phát triển cơ thể
33274,ngón tay út,10619,noun.body,khái niệm chỉ ngón tay nhỏ nhất
33275,ngón út,10619,noun.body,khái niệm chỉ ngón tay nhỏ nhất
33279,khoang,10622,noun.body,khái niệm chỉ không gian rỗng chứa đựng
33287,máu,10624,noun.body,khái niệm chỉ chất lỏng bên trong cơ thể
33290,xương lá mía,10625,noun.body,khái niệm chỉ bộ phận cứng của cây mía
33300,lá van,10629,noun.body,khái niệm chỉ bộ phận của cây xanh
33302,mí,10630,noun.body,khái niệm chỉ bộ phận che chở mắt
33306,lồi,10633,noun.body,khái niệm chỉ phần lồi ra ngoài
33312,cầu mắt,10634,noun.body,khái niệm chỉ bộ phận quan trọng của mắt
33313,tế bào mòn,10635,noun.body,khái niệm chỉ tế bào bị lão hóa
33328,cơ quan hô hấp,10640,noun.body,khái niệm chỉ cơ quan hút thở không khí
33329,hệ hô hấp,10640,noun.body,khái niệm chỉ cơ quan hút thở không khí
33342,bó sợi thần kinh,10648,noun.body,khái niệm chỉ tập hợp các sợi thần kinh
33348,vùng ngực,10651,noun.body,khái niệm chỉ bộ phận trên cơ thể người
33363,cấu trúc sụn,10661,noun.body,khái niệm chỉ bộ phận của cơ thể tạo bởi sụn
33364,cấu trúc từ sụn,10661,noun.body,khái niệm chỉ bộ phận của cơ thể tạo bởi sụn
33366,mạch máu,10663,noun.body,khái niệm chỉ ống dẫn máu trong cơ thể
33370,bộ phận sinh dục,10665,noun.body,khái niệm chỉ bộ phận tạo ra sự sống con người
33381,thây,10667,noun.body,khái niệm chỉ xác của người đã qua đời
33459,amiđan,10706,noun.body,khái niệm chỉ bộ phận trong họng
33491,đôi chân,10720,noun.body,khái niệm chỉ bộ phận dưới của cơ thể con người
