word_id,word
11311,được cắt tỉa
11313,chảy nước
11318,được động đến
11320,được chạm đến
11321,bị chạm đến
11322,được động chạm
11323,thanh thản
11326,vô ưu
11332,đóng
11335,không kịch bản
11338,không có bản viết sẵn
11342,đông
11345,không theo tuần hoàn
11349,ở rễ
11350,không sinh động
11352,bình thường
11353,không bất ngờ
11358,không chính thức
11361,giả
11362,sai
11363,không thật
11364,không chân thật
11367,ngấm ngầm
11370,ranh mãnh
11373,bền vững
11379,vững chãi
11382,thế gian
11383,trần tục
11387,thực hiện trước
11389,không thể đổi chác
11392,không thành tiếng
11397,không hòa giải được
11399,không định trước
11401,tương đồng
11402,tương ứng
11405,hiểm nghèo
11408,không thể chữa được
11411,vô phương cứu chữa
11412,không dễ vỡ
11413,không dễ gãy
11416,không thể phá vỡ
11423,bát nháo
11426,nhộn nhoạm
11431,bạ đâu vứt đấy
11442,thay đổi thất thường
11443,không ổn định
11445,sầu
11452,âu sầu
11457,lạnh
11459,cũ
11462,cũ rích
11463,tùy ý
11469,tê liệt
11470,bị hủy hoại
11474,có tinh thần thể thao
11475,không thể nghĩ ra được
11478,đầy
11481,chưa đụng đến
11484,dễ biết
11485,dễ học
11489,vô chủ
11495,dập khuôn
11502,có cấu trúc
11507,hoàn thiện
11508,hoàn chỉnh
11510,mọng nước
11511,nhiều nước
11512,khó chịu
11514,bẩn thỉu
11515,nhớp nháp
11518,bằng sừng
11520,dạng sừng
11521,như sừng
11529,thanh
11532,nóng bỏng
11536,may theo đơn đặt hàng
11548,vẻ vang
11557,thái bình
11558,yên ổn
11561,có lương tâm
11564,cận xích đạo
11566,đoàn kết
11572,cảm xúc
11574,mùi
11575,mùi mẫn
11577,nghẹn ngào
11579,chẻ
11580,xẻ
11590,dột
11591,có kẽ hở
11593,có lỗ rò
11597,hai năm
11614,phác
11617,phân kì
11618,không hội tụ
11621,liên quan đến chủng tộc
11629,khiếm thính
11630,lãng tai
11633,lợi
11640,châm biếm
11653,không bị khuấy động
11657,hoàn toàn
11658,vô cùng
11665,quấy rầy
11668,thuộc về nghi lễ
11669,có tính nghi lễ
11670,có tính lễ nghi
11671,thuộc về tế lễ
11685,lõa
11687,lõa thể
11694,dơ
11698,chèm chèm
11699,tèm lem
11700,có hàm
11702,kém chất lượng
11706,ca ngợi
11716,nghiêng nghiêng
11720,khó chịu
11731,có thể bị vỡ
11733,có thể bị gẫy
11734,biết cách
11739,bị rút
11741,bị rút lại
11742,cố ý
11745,có chủ ý
11746,dự phòng
11755,khác
11759,mắc bệnh lao phổi
11761,bề ngoài
11767,làm ra vẻ
11769,kềnh càng
11775,nhiệt
11776,nóng
11788,cùng giống
11789,cùng họ
11793,gây ấn tượng sâu sắc
11798,mang tính thẩm vấn
11804,bụ
11812,có mặt
11815,không che giấu
11818,không giữ kín
11819,không úp mở
11820,ra mắt
11822,trình diện
11824,xuất hiện
11825,có hạn
11827,eo hẹp
11832,không biết sợ
11837,trái tuyến
11841,nghiêm trọng
11843,dữ dội
11844,rời rạc
11859,chịu tải
11860,giống tổng thống
11863,rắn
11864,nghiêm khắc
11869,cấp bách
11870,văn chương
11874,như thủy tinh
11875,có tính chất thủy tinh
11878,nông
11879,không sâu
11882,bị rách
11883,mang tính trừng phạt
11887,không có hiệu lực
11900,cẩn trọng
11911,vất vả
11912,cực khổ
11914,khổ công
11915,không có khí giới
11917,không phòng bị
11918,không được bảo vệ
11921,vuông góc
11925,thuộc vật chất
11930,ở phía tây
11931,về phía tây
11932,không bị quấy rầy
11933,yên ổn
11937,thanh thản
11938,bình an
11939,an lành
11949,nhỏ hơn
11962,không liên quan đến chủng tộc
11966,không thể nhìn thấy được
11968,thế tục
11974,khoa trương
11978,không sao
11985,được trải ra
11990,gần người
11991,cận người
11992,cận nhân
11995,không biến giọng
11997,không hám lợi
12003,không chủ ý
12007,vô ý
12014,không ngọt
12015,không có đường
12017,thất thường
12019,ngoại phạm
12026,được là phẳng
12027,được là ủi
12030,đáng khinh bỉ
12031,không am hiểu
12032,không hiểu biết
12044,ở cạn
12047,lượng
12051,vấy mỡ
12052,dính dầu
12053,vấy dầu
12056,trần
12064,không còn tồn tại
12067,được trông đợi
12071,không nguyên bản
12081,không cố định
12082,không ổn định
12083,không thu hút
12084,không lôi cuốn
12085,không cuốn hút
12088,không có sức hấp dẫn
12092,tròn vành
12097,ngăn nắp
12100,bị hư hỏng
12102,bị hủy diệt
12105,hư
12107,hư hỏng
12108,hỏng
12110,đổ nát
12111,dưới trăng
12112,dưới ánh trăng soi
12113,sáng trăng
12123,không chấp nhận được
12124,không duyệt được
12128,dùng được
12136,có điềm tốt
12137,tin chắc
12139,có lòng tin
12140,khinh suất
12142,thiếu thận trọng
12144,được đáp
12145,được giải quyết
12146,được lí giải
12148,được hồi âm
12162,lớn
12167,bất biến
12172,tự ý
12174,không được yêu cầu
12175,đóng chai
12177,đóng hộp
12178,được đóng hộp
12180,được đóng chai
12181,đã tôi
12183,đã được tôi
12185,có sức thuyết phục
12191,đang yên nghỉ
12193,đã qua đời
12195,đã chết
12201,khoái cảm
12204,hay thay đổi
12205,không thể tranh cãi
12212,được thảo
12213,được viết ra
12214,được thảo ra
12215,tối tân nhất
12223,làm thối rữa
12232,đặc trưng
12234,có tính địa phương
12235,có tính lãnh thổ
12236,mang tính lãnh thổ
12237,mang tính địa phương
12239,không dám làm
12241,không bạo dạn
12243,bất lực
12244,bơ vơ
12253,ủ dột
12260,thông dụng
12261,không bị cắt
12262,không bị xén
12263,không thể bị tấn công được
12264,không thể bị đánh chiếm
12266,thừa
12267,vô ích
12269,không cấp thiết
12273,nghịch đạo
12275,không kính chúa
12276,không trọng tín ngưỡng
12293,có học
12302,lật ngược
12304,đóng băng
12309,đồ sộ
12312,không biến chất
12317,dính
12321,động
12323,bỏ không
12326,không được bảo hộ
12327,không được che chở
12328,không bị trói
12329,không bị kiềm chế
12333,ù ì
12337,lùi
12338,tụt
12344,không phụ thuộc
12345,không yêu nhạc
12347,không có khiếu nhạc
12350,gián đoạn
12354,thất thường
12358,không bị giới hạn
12361,họ xa
12362,không có quan hệ họ hàng
12366,thuần thục
12373,nam tính trội hơn nữ tính
12374,định ngữ
12379,không sâu sắc
12381,không thấy rõ
12384,tốt mã giẻ cùi
12387,lượn sóng
12388,bất lực
12390,thiếu sức mạnh
12393,quá say mê
12397,quá mê say
12400,còn xa
12405,giàu
12411,quá thận trọng
12414,chân quê
12418,chín chắn
12420,cẩn thận
12421,cẩn trọng
12422,khôn khéo
12428,sôi nổi
12432,ve cầu
12437,liên miên
12442,nặng nề
12446,sơ sinh
12448,mới chào đời
12451,dữ dội
12452,mãnh liệt
12454,mạnh mẽ
12458,ba chìm bảy nổi
12466,hời hợt
12470,khiêm tốn
12472,mạch lạc
12473,chặt chẽ
12475,lô-gíc
12477,có thứ bậc
12480,không lường được
12481,khôn lường
12485,nhiều chiều
12488,hưởng lạc
12493,không dai
12494,không lâu
12496,mau quên
12507,lịch sử
12508,mang tính lịch sử
12513,có thể giải thích
12516,quanh co
12520,gây lạm phát
12521,do lạm phát gây ra
12525,thiết tha
12537,hay xảy ra
12541,cuồng
12558,thận trọng
12560,dự trữ
12562,nhẹ
12565,chưa đính hôn
12567,kiềm chế lạm phát
12568,giảm phát
12580,to lớn
12581,lớn lao
12583,cần cho sự sống
12585,xấu tính
12586,trả nợ được
12587,có thể thanh toán
12588,có khả năng trả nợ
12596,sai quả
12604,rõ ràng
12605,rõ nét
12606,mù quáng
12607,u mê
12611,cổ hủ
12612,thủ cựu
12616,giấu giếm
12618,cơ mật
12619,thuộc phụ tá
12623,bị căng
12631,cùn
12633,tỉ mỉ
12634,cẩn thận tỉ mỉ
12635,mang tính tuyên bố
12636,mang tính tuyên cáo
12638,khả dự
12640,đanh đá
12641,chua ngoa
12642,hay gây gổ
12644,được bầu
12648,chữa bằng thuốc
12654,chậm phát triển
12658,loạn màu sắc
12664,thuộc về người lao động chân tay
12668,không mờ đục
12669,trong trẻo
12670,sáng
12671,nhiều vợ nhiều chồng
12675,đẻ non
12678,sinh thiếu tháng
12679,mắc
12683,mắc kẹt
12684,cản trở
12685,nóng
12691,vui vẻ
12702,rắc rối
12703,phức tạp
12705,quanh co
12706,lòng vòng
12712,nhầu
12713,máy móc
12719,nghiêm ngặt
12722,khắt khe
12723,chặt chẽ
12727,hữu hạn
12731,nóng lên
12732,ấm lên
12737,nói dối
12739,sai sự thật
12742,điêu toa
12743,bình thường
12744,tàm tạm
12751,hay trộm cắp
12762,có ô
12765,được bảo trợ
12766,có bảo trợ
12769,hệ thống chữ viết ngoài chữ cái abc
12771,không theo thứ tự anpha-bê
12772,không theo thứ tự bảng chữ cái
12776,khắt khe
12778,nghiêm ngặt
12780,gắt
12783,không linh động
12784,mạnh
12789,đã được xếp loại
12790,ngoài da
12792,bên ngoài da
12802,được công khai
12803,được thừa nhận
12807,dĩ vãng
12808,qua rồi
12813,không có nhịp điệu
12814,không đúng nhịp điệu
12827,không được xếp loại
12831,không thông gió
12832,không thông hơi
12833,không thoáng khí
12836,lẫn cẫn
12837,lẩm cẩm
12839,đi không vững
12842,có thể thực hành được
12843,có thể thực hiện được
12845,không sốt
12846,hết cơn sốt
12847,không đổ máu
12852,phi lí
12853,kín đáo
12854,không dễ thấy
12855,không rõ ràng
12860,không quyến rũ
12862,không cám dỗ
12864,tăng cường
12866,tập trung
12871,chưa chín
12872,đã hoàn lương
12874,không có màn che
12877,không treo trướng
12884,mùi thơm
12893,thịnh vượng
12895,phồn vinh
12899,vàng son
12900,cúng
12911,độc
12913,máu lạnh
12914,cuồng bạo
12919,thoải mái
12921,đã gọt
12923,gần mới đây
12930,khắc
12931,xung
12936,xung nhau
12941,không phù hợp với nhau
12943,lờ đờ
12944,nặng nề
12946,không mời
12947,không được hoan nghênh
12949,không được mong đợi
12950,bổ sung
12951,phụ khuyết
12952,ăn liền
12953,ăn ngay
12956,theo kế hoạch
12961,bị đi ngoài
12962,ỉa chảy
12967,không xê dịch
12968,không dịch chuyển
12969,ở nguyên vị trí
12972,rịa
12973,khổ đau
12976,nhức
12982,đớn đau
12984,ở trong
12993,không đầu
12997,mắc bệnh
12998,nhiễm bệnh
12999,có bệnh
13010,được đóng bao bì
13011,phi âm tiết
13013,nhẫn
13014,nhẫn nại
13019,vô thanh
13020,không tượng thanh
13021,không bị ngược đãi
13023,nhụt
13028,đặc
13031,tuân thủ
13032,tuân phục
13035,hình tam giác
13038,bất khả chiến bại
13052,không trang bị
13053,không được trang bị
13058,chung
13064,lâu năm
13066,lâu niên
13067,không liên minh
13072,không quân sự
13079,thỏa mãn điều kiện
13085,lộn xộn
13086,rắm rối
13087,rối
13089,rối rắm
13090,rối tung
13100,không có thành kiến
13103,không có vết bẩn
13104,mở
13105,hở
13108,được chăm
13110,được chăm bón
13111,được chăm sóc
13115,phong phanh
13117,gieo neo
13120,hóa học
13122,nhân tạo
13126,thương tiếc
13132,không lời thoại
13135,giai cấp trên
13136,giai cấp tư sản
13139,đầu
13140,văn chương
13143,dứt khoát
13144,rõ ràng
13147,không ô nhiễm
13149,không bị làm ô uế
13152,không thể dùng được
13153,không có ích
13158,sơ khai
13159,thuận lợi
13162,không minh mẫn
13165,không hợp
13167,không phù hợp
13170,bất kham
13174,ngắn cũn cỡn
13176,rất ngắn
13177,không nét
13181,lù mù
13185,mờ mờ
13187,không sửa sang
13188,không dọn dẹp
13191,thẳng đứng
13197,như đất sét
13204,có thể thừa hưởng
13206,có thể kế thừa
13207,có thể di truyền
13208,theo khách hàng
13214,bôi nhếch
13220,hư
13228,không nên nhắc lại
13229,không thích hợp
13231,ngay ngắn
13234,nằm ngoài
13235,tách biệt
13237,tình thái
13239,biểu thị trạng thái
13240,không có cấu tạo tế bào
13242,không làm mếch lòng
13247,không được khắc
13250,thất thường
13258,trẻ tuổi hơn
13259,ít tuổi hơn
13261,ở cấp dưới
13269,pha trộn
13271,không thể trộn
13277,ma lực
13280,có phép kì diệu
13282,có phép thần diệu
13283,tiến triển chậm
13284,tiến triển chậm chạp
13291,trong quá khứ
13292,được bảo quản
13294,qua chế biến
13299,tranh thủ cảm tình
13302,không thể thừa hưởng
13304,không thể di truyền
13306,làm phản
13311,không tuân theo
13315,vô độ
13319,không đồng nhất
13320,không theo thứ bậc
13323,dậy
13338,không thể nghi ngờ được
13344,dưới âm tốc
13345,dưới tốc độ âm thanh
13352,inh ỏi
13355,không dễ bị kích thích
13356,không dễ bị kích thích
13357,đã mất
13360,yếu bóng vía
13362,không bao che
13363,không che chở
13364,không che chắn
13370,ác
13372,kém
13373,không tốt
13374,thù địch
13376,bệ vệ
13383,không chính quy
13387,không có mang
13388,không có thai
13390,không có chửa
13391,không chửa
13396,kề cận
13403,nối tiếp nhau
13406,bọc
13407,có vỏ
13408,có vỏ bọc
13410,không giúp đỡ
13411,không hỗ trợ
13415,kĩ tính
13422,không đáng yêu
